City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Kavaratti,10.57,72.64,85.37,73.0,91.0,6.98,IN,1588985335.0
Bathsheba,13.22,-59.52,80.6,74.0,20.0,16.11,BB,1588930454.0
Algeciras,36.13,-5.45,64.4,82.0,47.0,10.29,ES,1589001638.0
Laas,46.62,10.7,52.0,93.0,40.0,1.81,IT,1588996225.0
Oranjemund,-28.55,16.43,58.32,78.0,0.0,5.7,,1589001969.0
Wuwei,37.93,102.64,58.48,24.0,100.0,5.75,CN,1588975486.0
Walvis Bay,-22.96,14.51,70.41,44.0,0.0,5.5,,1589001915.0
Port Lincoln,-34.73,135.87,55.6,61.0,97.0,18.19,AU,1588973926.0
Port Moresby,-9.44,147.18,89.6,66.0,40.0,5.82,PG,1588968968.0
Opotiki,-38.08,177.28,66.0,60.0,0.0,1.99,NZ,1588964368.0
Norman Wells,65.28,-126.83,42.8,52.0,5.0,12.75,CA,1588936908.0
Sovetskiy,61.36,63.58,58.8,69.0,100.0,6.13,RU,1588979564.0
Samoylovka,51.18,43.71,45.0,91.0,1.0,2.91,RU,1588987414.0
Champerico,14.3,-91.92,86.36,68.0,63.0,4.45,GT,1588938141.0
Ngunguru,-35.62,174.5,66.99,67.0,0.0,8.99,NZ,1588964749.0
Øksfjord,70.24,22.35,32.0,94.0,75.0,2.24,NO,1588982336.0
Pacific Grove,36.62,-121.92,68.0,67.0,1.0,9.17,US,1588943168.0
Da Lat,11.95,108.44,74.25,76.0,100.0,1.34,VN,1588976635.0
Buala,-8.14,159.59,86.56,70.0,63.0,8.41,SB,1588965890.0
Plettenberg Bay,-34.05,23.37,61.03,87.0,0.0,1.52,ZA,1589000866.0
Tovste,48.85,25.73,51.01,62.0,96.0,2.08,UA,1588992206.0
Il’inskiy,55.62,38.12,52.0,81.0,75.0,6.71,RU,1588987653.0
Menongue,-14.66,17.69,54.34,64.0,0.0,3.87,AO,1589000458.0
Brownwood,31.71,-98.99,64.4,42.0,1.0,8.05,US,1588938234.0
Korla,41.76,86.15,64.06,26.0,34.0,4.29,CN,1588978915.0
Aripuanã,-9.17,-60.63,73.49,88.0,70.0,0.58,BR,1588932418.0
Qaanaaq,77.48,-69.36,8.4,80.0,0.0,6.96,GL,0.0
Hamilton,39.18,-84.53,46.0,39.0,20.0,17.22,US,1588933872.0
Kamaishi,39.27,141.88,57.2,67.0,75.0,2.24,JP,1588965899.0
Aklavik,68.22,-135.01,46.4,45.0,5.0,11.41,CA,1588936543.0
Makokou,0.57,12.86,71.22,97.0,100.0,4.21,GA,1589000448.0
Kaseda-shirakame,31.42,130.32,71.01,60.0,75.0,14.99,JP,1588969615.0
Letpadan,17.78,95.75,85.08,61.0,0.0,6.33,MM,1588979201.0
Egvekinot,66.32,-179.17,34.77,95.0,100.0,8.39,RU,1589034880.0
Chipinge,-20.19,32.62,52.86,87.0,37.0,3.27,ZW,1588997328.0
Saldanha,-33.01,17.94,57.2,76.0,0.0,4.7,ZA,1589002058.0
Hasaki,35.73,140.83,70.0,59.0,75.0,10.29,JP,1588966601.0
Kanniyākumāri,8.08,77.57,84.49,73.0,79.0,4.7,IN,1588984346.0
Asău,46.43,26.4,45.0,75.0,56.0,4.83,RO,1588992494.0
Bima,-8.47,118.72,83.01,70.0,2.0,4.63,ID,1588975725.0
Arlit,18.74,7.39,82.09,12.0,91.0,6.46,NE,1589000320.0
Marsh Harbour,26.54,-77.06,75.22,62.0,17.0,9.1,BS,1588933502.0
Chara,56.91,118.26,37.24,70.0,89.0,1.72,RU,1588968069.0
Ust'-Kishert',57.37,57.25,55.67,62.0,11.0,5.3,RU,1588982547.0
Naples,40.83,14.25,62.01,71.0,100.0,2.24,IT,1588996292.0
San Cristobal,7.77,-72.22,67.73,88.0,91.0,5.39,VE,1588933927.0
Auki,-8.77,160.7,86.49,68.0,14.0,2.68,SB,1588965672.0
Palmerston,-12.49,130.98,84.99,54.0,0.0,13.87,AU,1588973092.0
Tshikapa,-6.42,20.8,73.62,80.0,59.0,2.13,CD,1588999071.0
Darovskoy,58.77,47.96,53.71,94.0,100.0,2.53,RU,1588984308.0
Kieta,-6.22,155.63,86.59,63.0,10.0,5.46,PG,1588966695.0
Muisne,0.6,-80.03,79.03,83.0,26.0,7.14,EC,1588936342.0
Huilong,31.81,121.66,73.0,81.0,75.0,13.0,CN,1588971649.0
Andros Town,24.7,-77.77,77.0,69.0,40.0,5.82,BS,1588933847.0
São Félix do Xingu,-6.64,-51.99,74.34,88.0,92.0,2.19,BR,1588930153.0
Samarai,-10.62,150.67,80.74,81.0,80.0,15.93,PG,1588968221.0
Nurlat,54.43,50.81,55.27,51.0,0.0,9.26,RU,1588984935.0
Russas,-4.94,-37.98,72.84,80.0,0.0,3.22,BR,1588926663.0
Beaucaire,43.81,4.64,55.99,100.0,20.0,2.24,FR,1588998149.0
Boyabat,41.47,34.77,43.21,82.0,8.0,1.86,TR,1588991279.0
Djibouti,11.5,42.5,86.0,84.0,40.0,11.01,DJ,1588992493.0
Eilat,29.56,34.95,77.0,41.0,0.0,7.27,IL,1588992689.0
Kisangani,0.52,25.2,70.93,98.0,88.0,3.04,CD,1588997491.0
Moyale,3.52,39.06,65.37,95.0,70.0,5.79,KE,1588993937.0
College Station,30.63,-96.33,69.8,52.0,1.0,16.11,US,1588937712.0
Bengkulu,-3.8,102.27,80.47,77.0,66.0,2.28,ID,1588979319.0
Airai,-8.93,125.41,68.76,81.0,19.0,3.85,TL,1588974154.0
Ganzhou,28.82,115.43,72.05,80.0,100.0,4.0,CN,1588973459.0
Kurchum,48.57,83.65,60.49,37.0,0.0,4.36,KZ,1588978374.0
Mangochi,-14.48,35.26,62.82,87.0,40.0,5.46,MW,1588996226.0
Şarkîkaraağaç,38.08,31.37,41.0,81.0,0.0,3.89,TR,1588992560.0
Kloulklubed,7.04,134.26,80.6,88.0,75.0,9.17,PW,1588970823.0
Morehead,37.27,-87.18,51.8,46.0,1.0,6.93,US,1588934755.0
Broken Hill,-31.95,141.43,59.0,54.0,0.0,26.4,AU,1588972295.0
Laguna,38.42,-121.42,96.8,11.0,1.0,4.7,US,1588942820.0
Point Pedro,9.82,80.23,82.69,78.0,0.0,4.99,LK,1588983572.0
Rawson,-43.3,-65.1,68.0,40.0,75.0,13.87,AR,1588936800.0
Eisenach,50.98,10.32,52.0,79.0,89.0,3.85,DE,1588995462.0
Trairi,-3.28,-39.27,76.8,89.0,100.0,3.36,BR,1588926849.0
Suez,29.97,32.53,64.58,73.0,0.0,9.13,EG,1588993227.0
Mayumba,-3.43,10.66,79.07,90.0,100.0,1.9,GA,1589001279.0
Mīnāb,27.15,57.08,73.4,83.0,2.0,2.24,IR,1588987625.0
Caravelas,-17.71,-39.25,73.71,71.0,100.0,11.88,BR,1588927954.0
Brawley,32.98,-115.53,104.0,16.0,1.0,19.24,US,1588942062.0
Altea,38.6,-0.05,64.99,85.0,100.0,1.99,ES,1589000027.0
Tessalit,20.2,1.01,84.24,12.0,0.0,8.1,ML,1589001723.0
Krasnyy Luch,48.14,38.94,42.96,95.0,2.0,6.2,UA,1588989176.0
Camacupa,-12.02,17.48,56.03,71.0,0.0,4.81,AO,1589000300.0
Turukhansk,65.82,87.98,43.88,96.0,100.0,14.36,RU,1588971304.0
Salaga,8.55,-0.52,81.81,72.0,7.0,8.37,GH,1589003049.0
Srednekolymsk,67.45,153.68,34.95,91.0,11.0,9.04,RU,1588954317.0
Slave Lake,55.28,-114.77,53.6,40.0,1.0,3.36,CA,1588938109.0
Tolaga Bay,-38.37,178.3,61.48,72.0,0.0,4.56,NZ,1588964158.0
Priargunsk,50.37,119.1,60.22,30.0,70.0,6.4,RU,1588969514.0
Djibo,14.1,-1.63,91.18,26.0,11.0,6.53,BF,1589002873.0
Red Bluff,40.18,-122.24,95.0,10.0,1.0,4.7,US,1588942781.0
Pangody,65.85,74.49,39.27,97.0,100.0,9.17,RU,1588974512.0
Hamakita,34.8,137.78,69.01,59.0,100.0,3.0,JP,1588967444.0
Tiarei,-17.53,-149.33,89.6,62.0,100.0,6.93,PF,1588954364.0
Moindou,-21.69,165.68,75.2,73.0,75.0,13.87,NC,1588965512.0
Saskylakh,71.92,114.08,8.1,93.0,19.0,6.96,RU,0.0
Mastic Beach,40.77,-72.85,45.0,75.0,90.0,3.36,US,1588930854.0
Coquimbo,-29.95,-71.34,59.0,77.0,90.0,4.7,CL,1588936742.0
Gornopravdinsk,60.05,69.9,59.77,53.0,41.0,8.32,RU,1588978583.0
Dunedin,-45.87,170.5,61.0,57.0,9.0,14.0,NZ,1588967062.0
Hofn,64.25,-15.21,33.15,89.0,100.0,13.78,IS,1588996998.0
Brigantine,39.41,-74.36,53.6,76.0,75.0,8.05,US,1588931402.0
Ust'-Barguzin,53.45,108.98,40.75,66.0,0.0,8.21,RU,1588971241.0
Ust-Nera,64.57,143.2,34.45,87.0,100.0,2.39,RU,1588958883.0
Kropotkin,45.44,40.58,48.31,80.0,86.0,13.06,RU,1588989265.0
Alice Springs,-23.7,133.88,66.2,20.0,0.0,13.87,AU,1588973322.0
Daru,-9.08,143.21,83.03,74.0,14.0,14.25,PG,1588969893.0
Wencheng,33.06,113.8,61.54,68.0,78.0,7.29,CN,1588973396.0
La Palma,33.85,-118.05,75.2,53.0,1.0,5.82,US,1588942568.0
Niquelândia,-14.47,-48.46,68.29,92.0,100.0,3.78,BR,1588929906.0
Beyşehir,37.68,31.72,44.89,73.0,2.0,9.08,TR,1588992528.0
Nānākuli,21.39,-158.15,84.2,45.0,1.0,9.17,US,1588953433.0
Borogontsy,62.67,131.17,36.18,77.0,98.0,4.61,RU,1588962777.0
Iskateley,67.68,53.15,30.36,99.0,100.0,7.78,RU,1588978158.0
Arandis,-22.42,14.97,73.69,26.0,0.0,6.89,,1589001757.0
Balabac,7.99,117.06,87.39,67.0,97.0,7.25,PH,1588974877.0
Ishigaki,24.34,124.16,78.8,88.0,75.0,9.17,JP,1588971803.0
Taksimo,56.34,114.88,41.32,60.0,97.0,6.6,RU,1588969050.0
Sebezh,56.3,28.47,39.42,75.0,0.0,4.27,RU,1588989770.0
Dawei,14.08,98.2,84.29,72.0,100.0,2.73,MM,1588978921.0
Katangli,51.71,143.23,33.51,95.0,100.0,6.08,RU,1588963439.0
Vestmanna,62.16,-7.17,37.4,77.0,95.0,16.11,FO,1588996153.0
Kagoro,9.6,8.38,74.16,78.0,3.0,3.0,NG,1589000831.0
Hay River,60.82,-115.8,39.2,69.0,75.0,8.05,CA,1588936521.0
Eenhana,-17.47,16.33,57.2,67.0,0.0,3.36,,1589001012.0
Alekseyevka,50.63,38.69,46.31,88.0,100.0,4.54,RU,1588988736.0
Jalu,29.03,21.55,63.19,43.0,0.0,10.07,LY,1588995958.0
Dahegām,23.17,72.82,84.2,66.0,0.0,3.36,IN,1588984228.0
Nizwá,22.93,57.53,80.56,29.0,0.0,3.04,OM,1588987918.0
San Miguel el Alto,21.02,-102.35,67.37,53.0,96.0,4.29,MX,1588940078.0
College,64.86,-147.8,68.0,19.0,90.0,6.93,US,1588942190.0
Emerald,-23.53,148.17,77.0,64.0,0.0,11.41,AU,1588969876.0
Gallup,35.53,-108.74,75.2,5.0,1.0,19.46,US,1588940139.0
Murdochville,48.96,-65.5,29.26,98.0,100.0,6.55,CA,1588927747.0
Krasnystaw,50.98,23.17,41.0,100.0,3.0,2.24,PL,1588992381.0
Santa Marinella,42.03,11.85,55.0,49.0,0.0,4.41,IT,1588996693.0
Uberlândia,-18.92,-48.28,61.97,86.0,12.0,5.97,BR,1588930220.0
Faya,18.39,42.45,66.2,77.0,97.0,2.19,SA,1588991938.0
Sisimiut,66.94,-53.67,36.99,73.0,100.0,2.37,GL,1588918221.0
Biloela,-24.42,150.5,77.34,42.0,0.0,2.21,AU,1588969396.0
Khovd,48.01,91.64,43.12,61.0,51.0,2.93,MN,1588976565.0
Berlevåg,70.86,29.09,32.36,90.0,88.0,13.87,NO,1588979459.0
La Ronge,55.1,-105.28,41.0,44.0,75.0,6.93,CA,1588935884.0
Whitehorse,60.72,-135.05,66.2,19.0,90.0,13.87,CA,1588941173.0
Isangel,-19.55,169.27,80.6,74.0,40.0,11.41,VU,1588964469.0
Mabaruma,8.2,-59.78,75.78,86.0,100.0,3.56,GY,1588930909.0
Parambu,-6.21,-40.69,70.36,89.0,4.0,1.19,BR,1588927409.0
Quelimane,-17.88,36.89,69.8,88.0,20.0,3.36,MZ,1588996110.0
Butterworth,5.4,100.36,82.4,94.0,20.0,2.24,MY,1588979083.0
Richards Bay,-28.78,32.04,64.06,85.0,0.0,4.68,ZA,1588998243.0
Matara,5.95,80.54,80.67,86.0,11.0,3.09,LK,1588983798.0
St. Marys,30.73,-81.55,73.4,46.0,1.0,13.87,US,1588934156.0
Wanxian,30.8,108.39,68.92,82.0,94.0,2.53,CN,1588974942.0
Wynyard,-41.0,145.72,51.01,81.0,100.0,8.99,AU,1588972316.0
Barma,8.35,-11.33,75.79,93.0,100.0,2.1,SL,1589005658.0
Westport,41.14,-73.36,44.01,95.0,100.0,2.8,US,1588930924.0
Smithers,54.78,-127.17,69.8,30.0,5.0,5.82,CA,1588941215.0
Kayes,14.0,-11.0,96.8,39.0,0.0,6.93,ML,1589005129.0
Prabumulih,-3.45,104.25,77.79,93.0,100.0,5.46,ID,1588978818.0
Ostrovnoy,68.05,39.51,30.09,96.0,100.0,9.75,RU,1588981068.0
Bara,10.37,10.73,87.28,44.0,73.0,10.22,NG,1589000206.0
Bilibino,68.05,166.44,36.0,82.0,1.0,4.34,RU,1588950712.0
Jingdezhen,29.29,117.21,73.31,86.0,94.0,2.8,CN,1588972984.0
Taoudenni,22.68,-3.98,93.92,21.0,94.0,14.92,ML,1589002698.0
Jimo,36.39,120.46,57.2,82.0,75.0,15.66,CN,1588971406.0
Jiaojiang,28.68,121.44,82.99,86.0,95.0,3.96,CN,1588972032.0
Safaga,26.73,33.94,75.2,31.0,0.0,4.7,EG,1588993217.0
Pāsighāt,28.07,95.33,73.78,48.0,0.0,1.86,IN,1588978357.0
Halmstad,56.67,12.86,42.8,81.0,0.0,4.7,SE,1588993401.0
Kathu,7.92,98.33,80.6,94.0,40.0,6.73,TH,1588979377.0
Sørkjosen,69.8,20.93,28.29,93.0,100.0,4.74,NO,1588983393.0
Naustdal,61.51,5.72,44.6,75.0,100.0,17.22,NO,1588993358.0
Antofagasta,-23.65,-70.4,60.8,82.0,90.0,9.17,CL,1588935932.0
Iranshahr,27.2,60.68,75.2,19.0,0.0,1.63,IR,1588986756.0
Silver City,32.77,-108.28,73.4,16.0,1.0,13.87,US,1588940347.0
Takoradze,4.88,-1.76,80.94,87.0,100.0,6.85,GH,1589003630.0
Shemgang,27.22,90.66,58.57,59.0,0.0,1.72,BT,1588979562.0
Tocache,-8.18,-76.51,70.92,79.0,87.0,1.52,PE,1588936154.0
Manuk Mangkaw,4.8,119.85,84.47,72.0,19.0,4.45,PH,1588974452.0
Tautira,-17.73,-149.15,87.8,66.0,100.0,6.93,PF,1588954337.0
Bandarbeyla,9.49,50.81,81.3,75.0,0.0,6.26,SO,1588990658.0
Şile,41.18,29.61,50.0,67.0,0.0,1.01,TR,1588992558.0
Río Gallegos,-51.62,-69.22,44.6,100.0,20.0,5.82,AR,1588939183.0
Santa Maria,-29.68,-53.81,52.38,79.0,9.0,3.4,BR,1588932506.0
Corning,42.14,-77.05,33.8,86.0,90.0,3.36,US,1588931665.0
Grajaú,-5.82,-46.14,74.97,87.0,29.0,1.57,BR,1588928687.0
Shizunai-furukawachō,42.33,142.37,52.74,61.0,100.0,9.89,JP,1588965348.0
Naberera,-4.2,36.93,59.94,97.0,99.0,7.0,TZ,1588995032.0
Sistranda,63.73,8.83,37.4,86.0,75.0,4.7,NO,1588991532.0
Lady Frere,-31.7,27.23,49.93,55.0,0.0,1.92,ZA,1588999690.0
Cayenne,4.93,-52.33,80.6,78.0,90.0,8.05,GF,1588929370.0
Guangming,45.33,122.78,65.05,38.0,100.0,2.08,CN,1588969573.0
Mackay,-21.15,149.2,79.0,78.0,0.0,11.41,AU,1588969422.0
Verkhnyaya Toyma,62.23,45.0,36.81,93.0,9.0,1.95,RU,1588983624.0
Gumdag,39.21,54.59,60.62,80.0,0.0,9.66,TM,1588986841.0
Laela,-8.57,32.05,57.42,93.0,39.0,3.98,TZ,1588996535.0
Morris,40.83,-74.53,44.01,94.0,100.0,7.83,US,1588931248.0
Bānsi,27.18,82.93,81.7,29.0,0.0,8.79,IN,1588981421.0
Dennery,13.9,-60.89,80.6,83.0,20.0,23.04,LC,1588930728.0
Taltal,-25.4,-70.48,59.95,76.0,22.0,5.21,CL,1588936107.0
Antalaha,-14.9,50.28,72.75,83.0,3.0,6.91,MG,1588992654.0
Mahon,39.89,4.27,64.4,93.0,53.0,8.05,ES,1588998817.0
Labuhan,-6.88,112.21,82.76,82.0,100.0,7.02,ID,1588977166.0
La Asuncion,11.03,-63.86,80.6,88.0,68.0,25.28,VE,1588931668.0
Paamiut,61.99,-49.67,41.14,73.0,68.0,11.5,GL,1588920182.0
Gizo Government Station,-8.1,156.84,84.94,72.0,66.0,5.06,SB,1588966547.0
Bolshevik,54.01,27.57,41.0,86.0,100.0,4.18,BY,1588990614.0
Port Hedland,-20.32,118.57,80.6,22.0,77.0,23.04,AU,1588976705.0
Portland,45.52,-122.68,81.0,18.0,1.0,16.11,US,1588942076.0
Mouila,-1.87,11.06,75.78,93.0,100.0,3.24,GA,1589001065.0
Mossamedes,-15.2,12.15,78.71,55.0,0.0,2.68,AO,1589001831.0
Aasiaat,68.71,-52.87,28.18,89.0,100.0,5.73,GL,1588916395.0
Fomboni,-12.28,43.74,80.91,77.0,97.0,16.78,KM,1588994017.0
Ürümqi,43.8,87.6,62.6,20.0,0.0,8.95,CN,1588978257.0
Lábrea,-7.26,-64.8,73.13,84.0,100.0,2.39,BR,1588933274.0
Qasigiannguit,68.82,-51.19,30.2,80.0,100.0,2.24,GL,1588915872.0
Southbridge,42.08,-72.03,41.0,99.0,100.0,3.49,US,1588930469.0
Kaeo,-35.1,173.78,66.99,49.0,0.0,5.99,NZ,1588964864.0
Saint-Leu,-21.15,55.28,71.6,53.0,20.0,9.17,RE,1588991970.0
Kaélé,10.11,14.45,84.83,42.0,69.0,5.1,CM,1588999334.0
Camacha,33.08,-16.33,66.2,82.0,40.0,13.87,PT,1589004607.0
Sibolga,1.74,98.78,82.09,70.0,100.0,2.21,ID,1588979740.0
Waingapu,-9.66,120.26,82.18,71.0,19.0,15.48,ID,1588975446.0
Andira,-0.74,-47.84,76.26,96.0,100.0,3.36,BR,1588928716.0
Árnissa,40.8,21.83,55.99,57.0,19.0,4.7,GR,1588994478.0
Abbeville,50.1,1.83,55.0,82.0,98.0,5.26,FR,1588997684.0
Ananas,19.25,-71.96,75.24,85.0,100.0,1.74,HT,1588932940.0
Inhambane,-23.86,35.38,69.55,83.0,40.0,8.12,MZ,1588996984.0
Honiara,-9.43,159.95,87.8,66.0,75.0,6.93,SB,1588965902.0
Saint Anthony,45.02,-93.22,46.99,24.0,1.0,8.05,US,1588935095.0
Brooks,50.58,-111.89,53.01,46.0,53.0,11.99,CA,1588938542.0
Kindia,10.06,-12.87,74.3,90.0,100.0,3.8,GN,1589005894.0
Kashgar,39.45,75.98,57.2,67.0,20.0,6.71,CN,1588981679.0
West Wendover,40.74,-114.07,71.6,12.0,1.0,5.82,US,1588940743.0
Baker City,44.77,-117.83,71.6,24.0,1.0,8.05,US,1588941037.0
Carutapera,-1.2,-46.02,78.49,88.0,100.0,4.25,BR,1588928314.0
Yulara,-25.24,130.99,60.8,38.0,0.0,17.22,AU,1588974154.0
Xinzhi,36.5,111.7,64.87,47.0,100.0,12.55,CN,1588973494.0
Yatou,37.15,122.38,56.43,96.0,100.0,9.06,CN,1588970851.0
Loa Janan,-0.58,117.09,83.34,89.0,96.0,1.14,ID,1588975520.0
Esim,4.87,-2.24,80.94,86.0,100.0,6.85,GH,1589003745.0
Alta Floresta,-9.88,-56.09,72.03,88.0,19.0,1.74,BR,1588931382.0
Ngorongoro,-3.24,35.49,49.93,100.0,79.0,6.38,TZ,1588995305.0
Togur,58.36,82.83,59.11,73.0,98.0,7.31,RU,1588976094.0
Le Vauclin,14.55,-60.84,80.6,78.0,20.0,12.75,MQ,1588930663.0
Alofi,-19.06,-169.92,84.2,74.0,75.0,12.75,NU,1588959433.0
Coyhaique,-45.58,-72.07,46.4,100.0,75.0,2.82,CL,1588938810.0
Tallahassee,30.44,-84.28,71.01,78.0,83.0,5.14,US,1588934841.0
Henties Bay,-22.12,14.28,68.38,52.0,0.0,7.43,,1589001896.0
Caconda,-13.73,15.07,53.44,74.0,0.0,3.53,AO,1589001013.0
Elko,41.0,-115.5,77.0,8.0,1.0,11.41,US,1588941050.0
Gazli,40.13,63.45,68.5,56.0,90.0,10.04,UZ,1588984591.0
Zhigansk,66.77,123.37,18.57,93.0,100.0,11.65,RU,1588962133.0
Kologriv,58.83,44.32,46.38,90.0,88.0,6.73,RU,1588985160.0
Oddur,4.12,43.89,74.5,81.0,0.0,11.95,SO,1588992732.0
Sinop Province,41.77,34.87,40.98,86.0,30.0,3.67,TR,1588991211.0
Vila do Maio,15.13,-23.22,73.4,69.0,75.0,16.11,CV,1589007969.0
Pucallpa,-8.38,-74.55,73.4,73.0,75.0,3.36,PE,1588935699.0
Alexandria,31.22,29.96,66.2,82.0,40.0,14.99,EG,1588993710.0
Karratha,-20.74,116.85,80.51,27.0,71.0,22.95,AU,1588977154.0
Tilichiki,60.47,166.1,27.45,97.0,100.0,13.0,RU,1588955371.0
Cabedelo,-6.98,-34.83,75.2,94.0,94.0,6.93,BR,1588926060.0
Deputatsky,69.3,139.9,27.03,98.0,100.0,4.25,RU,1588955669.0
Ixtapa,20.7,-105.2,80.6,83.0,5.0,9.17,MX,1588940790.0
Nouadhibou,20.93,-17.03,66.2,82.0,13.0,21.92,MR,1589005987.0
Simao,22.79,100.97,74.55,67.0,0.0,2.42,CN,1588977509.0
Samaná,19.21,-69.34,78.48,82.0,17.0,7.36,DO,1588932315.0
Tāndā,26.55,82.65,83.16,27.0,0.0,6.51,IN,1588981550.0
